it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Features,Mileage,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen
0,Electric,SUV,"20,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz EQC,2021,6589,400 4MATIC,₹ 75 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",0 cc,Electric,Third Party insurance,"20,000 Kms",First Owner,TS07,Oct 2007,5 Seats,Automatic,2007,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Navigation System', 'Engine Start Stop Button', 'Voice Control', 'Luggage Hook And Net', 'Drive Modes', 'Real Time Vehicle Tracking', 'Active Noise Cancellation', 'Adjustable Headrest', 'Power Boot', 'Hands Free Tailgate', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Driving Experience Control Eco', 'Ventilated Seats', 'Dual Tone Dashboard', 'Leather Wrap Gear Shift Selector', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Garnish', 'LEDDRLs', 'Projector Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Side Air Bag Rear', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Ebd', 'Follow Me Home Headlamps', 'Rear Camera', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Blind Spot Monitor', 'Hill Assist', 'Impact Sensing Auto Door Lock', 'View360Camera', 'Sos Emergency Assistance', 'Speed Alert', 'Geo Fence Alert', 'No Of Airbags', 'Eletronic Stability Control', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Internal Storage', 'Number Of Speaker', 'Touch Screen Size', 'Apple Car Play', 'Android Auto', 'Wireless Phone Charging', 'Compass']",20.92 kmpl,0 CC,402.30Bhpbhp,760Nm,20,5,Blue,K Series Petrol Engine,0,760Nm,3,4,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,4762mm,2096mm,1624mm,2873mm,1624mm,1615mm,2425kg,1185kg,Single-speed transmission,AWD,5,Power,4.6metres,Disc,Disc,"Tubeless,Radial",20,5,242-litres,180 km/h,5.1,116mm
0,Diesel,Sedan,"66,000",Automatic,1,1st Owner,Audi,Audi A4,2013,5289,2.0 TDI,₹ 12.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1968 cc,Diesel,Third Party insurance,"66,000 Kms",First Owner,TS05,Jun 2007,5 Seats,Automatic,2007,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Manually Adjustable Exterior Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Smoke Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Side Air Bag Rear', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Xenon Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Usb Auxiliary Input', 'Bluetooth']",16.55 kmpl,1968 CC,147.51bhp@4200rpm,320Nm,16,5,White,TDI Diesel Engine,1968,320Nm@1750-2500rpm,4,4,DOHC,Direct Injection,77 X 85.8 mm,10.8:1,Yes,No,4701mm,2040mm,1427mm,2808mm,1564mm,1551mm,1590kg,2065kg,7 Speed,FWD,5,Power,11.5 metres,Ventilated Disc,Disc,"Tubeless,Radial",16,4,480-litre,210km/hr,9.1 Seconds,116mm
0,Petrol,Sedan,"1,35,000",Manual,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2002,4708,180 elegance,₹ 2.25 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1896 cc,Petrol,Third Party insurance,"1,35,000 Kms",First Owner,AP16,Jul 2011,5 Seats,Manual,2011,[],16.55 kmpl,1968 CC,147.51bhp@4200rpm,320Nm,16,5,White,TDI Diesel Engine,1968,320Nm@1750-2500rpm,4,4,DOHC,Direct Injection,77 X 85.8 mm,10.8:1,Yes,No,4701mm,2040mm,1427mm,2808mm,1564mm,1551mm,1590kg,2065kg,7 Speed,FWD,5,Power,11.5 metres,Ventilated Disc,Disc,"Tubeless,Radial",16,4,480-litre,210km/hr,9.1 Seconds,116mm
0,Diesel,Sedan,"1,10,000",Manual,1,1st Owner,Skoda,Skoda Octavia,2007,5343,Classic 1.9 TDI MT,₹ 2.49 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",2496 cc,Diesel,Third Party insurance,"1,10,000 Kms",First Owner,AP10,Feb 2022,5 Seats,Manual,2021,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Cigarette Lighter', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Rear Spoiler', 'Sun Roof', 'Moon Roof', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Cd Player', 'Cd Changer', 'Radio', 'Speakers Front', 'Speakers Rear']",18.7 kmpl,1896 CC,66(90) / 4000,210 / 1900,15,5,c brown,In-Line Engine ,1896,210 / 1900,4,4,DOHC,Direct Injection,79.5 x 95.5 mm,19.5:1 ,Yes,No,4507 mm,1731 mm,1455 mm,2512 mm,1513 mm,1494 mm,1270kg,1855kg,5 Speed ,FWD,5,Power,5.4 m,Disc,Drum,"Tubeless,Radial",15,4,480-litre,188 kmph,13.5 Second,116mm
0,Diesel,Sedan,"1,33,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2007,3199,2.5 TDi AT,₹ 2.79 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1399 cc,Diesel,Third Party insurance,"1,33,000 Kms",First Owner,TS25,Feb 2016,5 Seats,Automatic,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Cigarette Lighter', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Tinted Glass', 'Sun Roof', 'Moon Roof', 'Outside Rear View Mirror Turn Indicators', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Side Air Bag Rear', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Xenon Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Cd Player', 'Cd Changer', 'Radio', 'Speakers Front', 'Speakers Rear']",11.9 kmpl,2496 CC,"163.2@4,000 (PS@rpm)",35.7,16,5,Black,V-Type Engine,2496,"35.7@1,250 (kgm@rpm)",6,4,DOHC,Direct Injection,78.3 x 86.4 mm,18.5:1,Yes,No,4803 mm,1765 mm,1489 mm,2803 mm,1521 mm,1514 mm,1604-1706 kg,2189kg,5 Speed,FWD,5,Power,5.9 m,Ventilated Disc,Disc,"Tubeless,Radial",16,4,462 litres,217 kmph,10.3 seconds,116mm
0,Diesel,Hatchback,"61,000",Manual,1,1st Owner,Ford,Ford Figo,2011,1035,Diesel ZXI,₹ 3.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",999 cc,Diesel,Third Party insurance,"61,000 Kms",First Owner,TS08,May 2012,5 Seats,Manual,2012,"['Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Cup Holders Front', 'Seat Lumbar Support', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Manually Adjustable Exterior Rear View Mirror', 'Rear Window Defogger', 'Wheel Covers', 'Integrated Antenna', 'Centeral Locking', 'Power Door Locks', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",20 kmpl,1399 CC,68bhp@4000rpm,160Nm,14,5,chill,Diesel Engine,1399,160Nm@2000rpm,4,4,SOHC,Common Rail,78.3 x 86.4 mm,18.5:1,No,No,3795mm,1680mm,1427mm,2489mm,1521 mm,1514 mm,1115kg,2189kg,5 Speed,Front Wheel Drive,5,Power,4.9m,Ventilated Discs,Drum,"Tubeless,Radial",14,5,284 Liters,148km/hr,14.8 Seconds,116mm
0,Petrol,Hatchback,"29,828",Manual,1,1st Owner,Renault,Renault KWID,2021,7897,1.0 RXL BSVI,₹ 4.18 Lakh,₹ 4.34 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",814 cc,Petrol,Third Party,"29,828 Kms",First Owner,AP11,Jul 2019,5 Seats,Manual,2019,"['Power Steering', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Rear Spoiler', 'LEDDRLs', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Tyre Pressure Monitor', 'Crash Sensor', 'Ebd', 'Speed Sensing Auto Door Lock', 'Pretensioners And Force Limiter Seatbelts', 'Speed Alert', 'No Of Airbags', 'Eletronic Stability Control']",21.46 kmpl,999 CC,67.06bhp@5500rpm,91Nm,14,5,White,1.0 SCe,999,91Nm@4250rpm,3,4,SOHC,Common Rail,78.3 x 86.4 mm,18.5:1,No,No,3731mm,1579mm,1474mm,2489mm,1521 mm,1514 mm,699,2189kg,5 Speed,Front Wheel Drive,5,Electric,4.9m,Disc,Drum,"Radial, Tubeless",14,5,279,148km/hr,14.8 Seconds,116mm
0,Petrol,Hatchback,"58,321",Manual,3,3rd Owner,Hyundai,Hyundai EON,2015,1502,Era Plus,₹ 2.57 Lakh,₹ 2.67 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1985 cc,Petrol,Third Party insurance,"58,321 Kms",Third Owner,AP28,Sept 2016,5 Seats,Manual,2016,"['Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Cup Holders Front', 'Gear Shift Indicator', 'Air Conditioner', 'Heater', 'Digital Odometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Chrome Grille', 'Child Safety Locks', 'Driver Air Bag', 'Day Night Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Anti Theft Device']",21.1 kmpl,814 CC,55.2bhp@5500rpm,74.5Nm,14,5,Silver,Petrol Engine,814,74.5Nm@4000rpm,3,3,SOHC,MPFI,78.3 x 86.4 mm,18.5:1,No,No,3495mm,1550mm,1500mm,2380mm,1386mm,1368mm,880,2189kg,5 Speed,FWD,5,Power,4.6 metres,Disc,Drum,Tubeless,14,5,215-litres,135 Kmph,19 Seconds,116mm
0,Diesel,Sedan,"85,000",Automatic,1,1st Owner,Volvo,Volvo S60,2012,2068,D3,₹ 7.99 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1199 cc,Diesel,Third Party insurance,"85,000 Kms",First Owner,TS08,2011,5 Seats,Automatic,2011,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Rear ACVents', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Cigarette Lighter', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Manually Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rain Sensing Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Integrated Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Smoke Headlamps', 'Roof Rail', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Side Air Bag Rear', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Xenon Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Vehicle Stability Control System', 'Traction Control', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Cd Player', 'Dvd Player', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth']",18.5 kmpl,1985 CC,163bhp@3500rpm,400Nm,17,5,White,In Line,1985,400Nm@1500-2750rpm,5,4,SOHC,MPFI,78.3 x 86.4 mm,18.5:1,Yes,No,4628mm,1865mm,1484mm,2776mm,1588mm,1585mm,1520,2189kg,Six Speed  Gearbox,All Wheel Drive,5,Power,5.75 metres,Ventilated Disc,Ventilated Disc,"Tubeless,Radials",17,4,215-litres,250km/hr,8.1 Seconds,116mm
0,Petrol,Sedan,"37,566",Manual,2,2nd Owner,Honda,Honda Amaze,2019,6415,S Petrol BSIV,₹ 6.22 Lakh,₹ 6.35 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",796 cc,Petrol,Third Party insurance,"37,566 Kms",Second Owner,TS07,Aug 2019,5 Seats,Manual,2019,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Multifunction Steering Wheel', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Wheel Covers', 'Integrated Antenna', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'No Of Airbags', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",19.5 kmpl,1199 CC,88.76bhp@6000rpm,110Nm,17,5,White,i-VTEC Petrol Engine,1199,110Nm@4800rpm,4,4,SOHC,MPFi,78.3 x 86.4 mm,18.5:1,No,No,3995mm,1695mm,1501mm,2470mm,1588mm,1585mm,917kg,2189kg,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless,Radial",17,4,420,140 Kmph,15 Seconds,116mm
0,Petrol,Hatchback,"60,610",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2016,7073,LXI,₹ 2.38 Lakh,₹ 2.47 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1198 cc,Petrol,Third Party insurance,"60,610 Kms",Second Owner,TS13,2015,5 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Rear Seat Headrest', 'Air Conditioner', 'Heater', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Manually Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Halogen Headlamps', 'Anti Lock Braking System', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Adjustable Seats', 'Engine Immobilizer', 'Crash Sensor', 'Ebd', 'Speed Alert', 'No Of Airbags']",22.05 kmpl,796 CC,47.33bhp@6000rpm,69Nm,17,5,Silver,F8D Petrol Engine,796,69Nm@3500rpm,3,4,SOHC,MPFi,78.3 x 86.4 mm,18.5:1,No,No,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,FWD,5,Power,4.6,Disc,Drum,Tubeless Tyres,17,5,420,140 Kmph,15 Seconds,116mm
0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2011,1956,Petrol Comfortline 1.2L,₹ 3.65 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"30,000 Kms",First Owner,AP10,Aug 2018,5 Seats,Manual,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Rear Spoiler', 'Chrome Grille', 'Anti Lock Braking System', 'Centeral Locking', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input']",16.47 kmpl,1198 CC,73.9bhp@5400rpm,110Nm,15,5,Others,In-Line Engine,1198,110Nm@3750rpm,3,4,SOHC,MPFI ,78.3 x 86.4 mm,18.5:1,No,No,3970mm,1682mm,1453mm,2456mm,1295,1290,1030kg,1185,5 Speed,FWD,5,Power,4.97 metres,Disc,Drum,"Tubeless,Radial",15,5,420,162.9km/hr,14.2 Seconds,116mm
