it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,Features,Engine,Max Power,Torque,Wheel Size,Seats,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Mileage,Value Configuration,Compression Ratio,Super Charger,Front Tread,Rear Tread,Gross Weight,Turning Radius,Top Speed,Acceleration,BoreX Stroke,Ground Clearance Unladen
0,Diesel,Sedan,"63,155",Manual,2,2nd Owner,Hyundai,Hyundai Xcent,2018,5780,1.2 CRDi SX,₹ 6.11 Lakh,₹ 6.55 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1186 cc,Diesel,Third Party insurance,"63,155 Kms",First Owner,TN09,2017,5 Seats,Manual,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Glove Box Cooling', 'Voice Control', 'Tailgate Ajar', 'Gear Shift Indicator', 'Battery Saver', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Impact Sensing Auto Door Lock', 'Speed Alert', 'No Of Airbags', 'Radio', 'Speakers Front', 'Speakers Rear', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1186 CC,73.97bhp@4000rpm,190.25nm,14,5,Silver,1.2L U2 CRDi Diesel,1186,190.25nm@1750-2250rpm,3,4,CRDI,Yes,3995mm,1660mm,1520mm,2425mm,1140,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,4,407,25.4 kmpl,DOHC,16.5:1,No,1479mm,1493mm,2460kg,4.7 metres,156 Kmph,15.31 Seconds,3.62 X 4.08 mm,178mm
0,Diesel,SUV,"85,000",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2015,2251,4x2 Manual,₹ 17 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",2982 cc,Diesel,Comprehensive,"85,000 Kms",First Owner,TN10,2018,7 Seats,Manual,2015,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Voice Control', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Side Stepper', 'Outside Rear View Mirror Turn Indicators', 'Smoke Headlamps', 'Roof Rail', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Crash Sensor', 'Automatic Head Lamps', 'Rear Camera', 'Anti Theft Device', 'Cd Player', 'Dvd Player', 'Radio', 'Audio System Remote Control', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen']",2982 CC,168.5bhp@3600rpm,343Nm,17,7,White,D-4D Diesel Engine,2982,343Nm@1400-3400rpm,4,4,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,13 kmpl,DOHC,16.5:1,No,1540mm,1540mm,2505kg,5.6 metres,176 Kmph,9.6 Seconds,3.62 X 4.08 mm,178mm
0,Diesel,Sedan,"1,06,121",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 5.15 Lakh,₹ 5.34 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1248 cc,Diesel,Third Party,"1,06,121 Kms",First Owner,TN01,2018,5 Seats,Manual,2014,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Cup Holders Front', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Adjustable Head Lights', 'Fog Lights Front', 'Fog Lights Rear', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Tinted Glass', 'Outside Rear View Mirror Turn Indicators', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Anti Theft Device', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear']",1248 CC,74bhp@4000rpm,190Nm,14,5,Silver,DDiS Diesel Engine,1248,190Nm@2000rpm,4,4,CRDI,Yes,3995mm,1695mm,1555mm,2430mm,1060kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,23.4 kmpl,DOHC,17.6:1,No,1485mm,1495mm,1505kg,4.8metres,176 Kmph,9.6 Seconds,69.6 X 82 mm,178mm
0,Petrol,Hatchback,"51,012",Manual,1,1st Owner,Maruti,Maruti Swift,2022,10403,VXI,₹ 6.79 Lakh,₹ 7.05 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Comprehensive,"51,012 Kms",Second Owner,TN10,Feb 2015,5 Seats,Manual,2022,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Multifunction Steering Wheel', 'Gear Shift Indicator', 'Adjustable Headrest', 'Power Boot', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Tachometer', 'Fabric Upholstery', 'Glove Compartment', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Outside Rear View Mirror Turn Indicators', 'LEDTaillights', 'Halogen Headlamps', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Pretensioners And Force Limiter Seatbelts', 'Speed Alert', 'No Of Airbags', 'Eletronic Stability Control', 'Radio', 'Speakers Front', 'Speakers Rear', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",1197 CC,88.50bhp@6000rpm,113Nm,14,5,Others,K Series Dual jet,1197,113Nm@4400rpm,4,4,CRDI,Yes,3845mm,1735,1530,2450,875-905,5-Speed,FWD,5,Electric,Disc,Drum,"Radial, Tubeless",14,5,268,22.38 kmpl,DOHC,17.6:1,No,1530,1530,1335,4.8,176 Kmph,9.6 Seconds,69.6 X 82 mm,178mm
0,Petrol,Sedan,"62,930",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2012,6857,LXI,₹ 4.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Third Party insurance,"62,930 Kms",Second Owner,TN06,2011,5 Seats,Manual,2012,[],1197 CC,85.8bhp@6000rpm,114Nm,14,5,Grey,K Series VVT Engine,1197,114Nm@4000rpm,4,4,MPFI,No,3995mm,1695mm,1555mm,2430mm,970,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,19 kmpl,DOHC,10.0:1,No,1485mm,1495mm,1415kg,4.8metres,169 kmph,12.6 Seconds,73 X 71.5 mm,178mm
0,Diesel,SUV,"1,11,242",Manual,1,1st Owner,Mahindra,Mahindra TUV 300,2019,6002,T10,₹ 7.98 Lakh,₹ 8.14 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1493 cc,Diesel,Third Party insurance,"1,11,242 Kms",Second Owner,TN23,2021,7 Seats,Manual,2019,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Seat Headrest', 'Cup Holders Front', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Navigation System', 'Drive Modes', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Leather Seats', 'Glove Compartment', 'Digital Clock', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Rear Spoiler', 'Side Stepper', 'Chrome Grille', 'Roof Rail', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Follow Me Home Headlamps', 'Anti Theft Device', 'Isofix Child Seat Mounts', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1493 CC,100bhp@3750rpm,240Nm,15,7,Others,mHawk 100 Diesel Engine,1493,240Nm@1600-2800rpm,3,2,CRDi,Yes,3995mm,1835mm,1826mm,2680mm,1650kg,5 Speed,RWD,7,Power,Disc,Drum,"Tubeless,Radials",15,5,384-litres,18.49 kmpl,DOHC,10.0:1,No,1485mm,1495mm,2225kg,5.35 metres,156 Kmph,13.9 Seconds,73 X 71.5 mm,178mm
0,Petrol,SUV,"16,000",Manual,1,1st Owner,Kia,Kia Sonet,2022,10881,HTK Plus,₹ 9.45 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Comprehensive,"16,000 Kms",Second Owner,TN11,Dec 2018,5 Seats,Manual,2022,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Multifunction Steering Wheel', 'Rear ACVents', 'Gear Shift Indicator', 'Battery Saver', 'Adjustable Headrest', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Defogger', 'Wheel Covers', 'Integrated Antenna', 'Tinted Glass', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Roof Rail', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Side Air Bag Front', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Check Warning', 'Crash Sensor', 'Automatic Head Lamps', 'Ebd', 'Follow Me Home Headlamps', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'Impact Sensing Auto Door Lock', 'No Of Airbags', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Bluetooth', 'Touch Screen', 'Number Of Speaker', 'Touch Screen Size', 'Apple Car Play', 'Android Auto']",1197 CC,81.86bhp@6000rpm,115Nm,15,5,Maroon,SMARTSTREAM G1.2,1197,115Nm@4200rpm,4,4,MPI,No,3995mm,1790,1642,2500,1192,5-Speed,FWD,5,Electric,Disc,Drum,"Tubeless, Radial",15,5,392,18.4 kmpl,DOHC,10.0:1,No,1485mm,1495mm,2225kg,5.35 metres,156 Kmph,13.9 Seconds,73 X 71.5 mm,178mm
0,Diesel,SUV,"72,898",Manual,1,1st Owner,Renault,Renault Duster,2018,5051,110PS Diesel RxZ,₹ 8.85 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1461 cc,Diesel,Third Party,"72,898 Kms",Second Owner,TN07,Sept 2012,5 Seats,Manual,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Rear Seat Centre Arm Rest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Navigation System', 'Voice Control', 'Gear Shift Indicator', 'Drive Modes', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Driving Experience Control Eco', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Power Antenna', 'Outside Rear View Mirror Turn Indicators', 'Roof Rail', 'Anti Lock Braking System', 'Brake Assist', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Speed Sensing Auto Door Lock', 'Impact Sensing Auto Door Lock', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1461 CC,108.45bhp@4000rpm,245Nm,16,5,White,dCi THP Diesel Engine,1461,245Nm@1750rpm,4,4,CRDi,Yes,4315mm,1822mm,1695mm,2673mm,1280,6 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,475-litres,19.6 kmpl,DOHC,10.0:1,No,1560mm,1567mm,1806kg,5.2 metres,168 Kmph,12.5 Seconds,73 X 71.5 mm,178mm
0,Petrol,Hatchback,"97,326",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,5699,1.2 Spotz,₹ 5.74 Lakh,₹ 5.81 Lakh,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1197 cc,Petrol,Zero Dep,"97,326 Kms",First Owner,TN14,Oct 2022,5 Seats,Manual,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Vanity Mirror', 'Rear Seat Headrest', 'Cup Holders Front', 'Multifunction Steering Wheel', 'Rear ACVents', 'Glove Box Cooling', 'Tailgate Ajar', 'Battery Saver', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Height Adjustable Driver Seat', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Defogger', 'Wheel Covers', 'Integrated Antenna', 'Rear Spoiler', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Follow Me Home Headlamps', 'Anti Theft Device', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'Cd Player', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Number Of Speaker']",1197 CC,81.83bhp@6000rpm,114.7Nm,16,5,Silver,Kappa VTVT Petrol Engine,1197,114.7Nm@4000rpm,4,4,MPFI,No,3985mm,1734mm,1505mm,2570mm,1066kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,16,5,295-litres,18.6 kmpl,DOHC,10.0:1,No,1505mm,1503mm,1806kg,5.2 metres,170 Kmph,13.2 Seconds,73 X 71.5 mm,178mm
0,Diesel,SUV,"1,870",Manual,1,1st Owner,Honda,Honda WR-V,2018,5670,i-DTEC VX,₹ 7.10 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1498 cc,Diesel,Comprehensive,"1,870 Kms",First Owner,TN22,Oct 2013,5 Seats,Manual,2018,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Air Quality Control', 'Remote Trunk Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Trunk Light', 'Vanity Mirror', 'Rear Reading Lamp', 'Rear Seat Headrest', 'Height Adjustable Front Seat Belts', 'Cup Holders Front', 'Cup Holders Rear', 'Seat Lumbar Support', 'Multifunction Steering Wheel', 'Cruise Control', 'Navigation System', 'Smart Access Card Entry', 'Engine Start Stop Button', 'Voice Control', 'Tailgate Ajar', 'Gear Shift Indicator', 'Lane Change Indicator', 'Air Conditioner', 'Heater', 'Adjustable Steering', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Leather Steering Wheel', 'Glove Compartment', 'Digital Clock', 'Outside Temperature Display', 'Driving Experience Control Eco', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Electric Folding Rear View Mirror', 'Rear Window Wiper', 'Rear Window Washer', 'Rear Window Defogger', 'Alloy Wheels', 'Integrated Antenna', 'Rear Spoiler', 'Sun Roof', 'Outside Rear View Mirror Turn Indicators', 'Chrome Grille', 'Chrome Garnish', 'Roof Rail', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Anti Theft Alarm', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Rear Seat Belts', 'Seat Belt Warning', 'Door Ajar Warning', 'Side Impact Beams', 'Front Impact Beams', 'Adjustable Seats', 'Keyless Entry', 'Centrally Mounted Fuel Tank', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Anti Theft Device', 'Anti Pinch Power Windows', 'Speed Sensing Auto Door Lock', 'Isofix Child Seat Mounts', 'No Of Airbags', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker']",1498 CC,98.6bhp@3600rpm,200Nm,16,5,PREMIUM AMBER METALLIC,i-DTEC Diesel Engine,1498,200Nm@1750rpm,4,4,CRDi,Yes,3999mm,1734mm,1601mm,2555mm,1198kg,6 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,25.5 kmpl,DOHC,10.0:1,No,1505mm,1503mm,1806kg,5.3 metres,176 kmph,12.43 Seconds,73 X 71.5 mm,178mm
0,Petrol,Hatchback,"10,000",Automatic,1,1st Owner,Hyundai,Hyundai Santro,2022,7463,Sportz AMT,₹ 6.20 Lakh,,,,"{'imgUrl': 'https://stimg.cardekho.com/used-cars/common/icons/trending.svg', 'heading': 'Trending Car!', 'desc': 'High chances of sale in next 6 days'}",1086 cc,Petrol,Third Party insurance,"10,000 Kms",First Owner,TN13,Mar 2016,5 Seats,Automatic,2022,"['Power Steering', 'Power Windows Front', 'Power Windows Rear', 'Remote Trunk Opener', 'Remote Fuel Lid Opener', 'Low Fuel Warning Light', 'Accessory Power Outlet', 'Multifunction Steering Wheel', 'Rear ACVents', 'Navigation System', 'Voice Control', 'Air Conditioner', 'Heater', 'Digital Odometer', 'Tachometer', 'Electronic Multi Tripmeter', 'Fabric Upholstery', 'Glove Compartment', 'Digital Clock', 'Dual Tone Dashboard', 'Adjustable Head Lights', 'Fog Lights Front', 'Power Adjustable Exterior Rear View Mirror', 'Wheel Covers', 'Power Antenna', 'Outside Rear View Mirror Turn Indicators', 'Halogen Headlamps', 'Anti Lock Braking System', 'Centeral Locking', 'Power Door Locks', 'Child Safety Locks', 'Driver Air Bag', 'Passenger Air Bag', 'Day Night Rear View Mirror', 'Passenger Side Rear View Mirror', 'Halogen Headlamps', 'Seat Belt Warning', 'Door Ajar Warning', 'Adjustable Seats', 'Keyless Entry', 'Engine Immobilizer', 'Engine Check Warning', 'Crash Sensor', 'Ebd', 'Rear Camera', 'Speed Sensing Auto Door Lock', 'Pretensioners And Force Limiter Seatbelts', 'Impact Sensing Auto Door Lock', 'Speed Alert', 'No Of Airbags', 'Radio', 'Speakers Front', 'Speakers Rear', 'Integrated2Din Audio', 'Usb Auxiliary Input', 'Bluetooth', 'Touch Screen', 'Number Of Speaker', 'Apple Car Play', 'Android Auto', 'Mirror Link']",1086 CC,68.05bhp@5500rpm,99Nm,16,5,Black,1.1 L Petrol,1086,99Nm@4500 rpm,4,3,MPFI,No,3610 mm,1645 mm,1560 mm,2400 mm,1070,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",16,5,235,20.3 kmpl,SOHC,10.0:1,No,1463,1481,1806kg,5.3 metres,176 kmph,12.43 Seconds,73 X 71.5 mm,178mm
