Car_type,Kms_driven,No_of_owners,Car_name,Car_model,Model_Year,Car_price,Fuel_type,Insurance_type,Transmission,Engine,Max_power,Color,Seating_capacity,Mileage
Sedan,30000,1,Hyundai,Hyundai Elantra,2018,1350000,Petrol,Comprehensive,Automatic,1999,149.92,Blue,5,14.62
Sedan,70000,1,BMW,BMW 3 Series,2016,2600000,Diesel,Third Party insurance,Automatic,1995,190.0,Others,5,22.69
Hatchback,104279,1,Hyundai,Hyundai Grand i10,2014,365000,Petrol,Third Party insurance,Manual,1197,82.0,Others,5,18.9
Hatchback,73321,1,Hyundai,Hyundai i20 Active,2018,707000,Petrol,Comprehensive,Manual,1197,81.86,White,5,17.19
Sedan,50000,1,Hyundai,Hyundai Verna,2017,800000,Petrol,Third Party insurance,Manual,1591,121.3,Others,5,17.0
Hatchback,34279,1,Hyundai,Hyundai Santro,2018,520000,Petrol,Zero Dep,Manual,1086,68.0,Silver,5,20.3
Hatchback,55040,2,Hyundai,Hyundai i20,2016,602000,Petrol,Comprehensive,Manual,1197,81.83,Blue,5,18.6
Sedan,39000,2,Hyundai,Hyundai Verna,2018,1050000,Diesel,Comprehensive,Automatic,1582,126.2,White,5,22.0
Hatchback,104336,2,Hyundai,Hyundai i20,2014,546000,Diesel,Comprehensive,Manual,1396,88.73,Red,5,22.54
Sedan,45000,3,Volvo,Volvo S90,2019,3475000,Diesel,Comprehensive,Automatic,1969,190.0,White,5,18.0
Sedan,69617,1,Honda,Honda City,2020,1188000,Petrol,Third Party,Manual,1498,119.35,Red,5,18.6
Hatchback,47429,1,Hyundai,Hyundai i20,2016,621000,Petrol,Comprehensive,Manual,1197,81.83,Blue,5,18.6
Hatchback,67000,1,Maruti,Maruti Swift,2015,515000,Petrol,Comprehensive,Manual,1197,81.8,Grey,5,21.21
Hatchback,80000,1,Volkswagen,Volkswagen Polo,2016,600000,Petrol,Third Party insurance,Manual,1199,74.0,Others,5,16.2
Hatchback,27000,1,Volkswagen,Volkswagen Polo,2018,775000,Petrol,Comprehensive,Manual,999,75.0,Grey,5,18.78
SUV,56000,2,Ford,Ford Ecosport,2016,645000,Diesel,Comprehensive,Manual,1498,98.59,Blue,5,22.77
Sedan,33379,1,Honda,Honda Amaze,2018,650000,Petrol,Comprehensive,Manual,1199,88.76,White,5,18.6
Sedan,80000,1,Maruti,Maruti Ciaz,2017,700000,Diesel,Third Party insurance,Manual,1248,88.5,Blue,5,28.09
Sedan,90000,1,Hyundai,Hyundai Xcent,2016,437000,Petrol,Third Party insurance,Manual,1197,82.0,Others,5,19.1
Sedan,50197,1,Hyundai,Hyundai Xcent,2015,459999,Petrol,Third Party insurance,Manual,1197,82.0,Red,5,19.1
Sedan,80000,2,Hyundai,Hyundai Accent,2012,250000,Petrol,Third Party insurance,Manual,1495,93.7,Others,5,16.36
Hatchback,60611,0,Honda,Honda Jazz,2016,520000,Petrol,Third Party insurance,Manual,1199,88.7,Brown,5,18.7
SUV,61120,3,Ford,Ford Ecosport,2017,566000,Petrol,Third Party insurance,Manual,1499,110.4,White,5,15.85
Hatchback,55415,1,Renault,Renault KWID,2019,403000,Petrol,Third Party insurance,Manual,999,67.0,Others,5,23.01
SUV,52000,1,Jaguar,Jaguar F-Pace,2018,4950000,Diesel,Comprehensive,Automatic,1999,177.0,White,5,16.38
Hatchback,48579,1,Honda,Honda Jazz,2015,517000,Petrol,Comprehensive,Manual,1199,88.7,Brown,5,18.7
Sedan,59532,2,Hyundai,Hyundai Xcent,2016,449000,Petrol,Third Party insurance,Manual,1197,82.0,Red,5,19.1
Sedan,200300,2,Honda,Honda City,2014,455000,Petrol,Comprehensive,Manual,1497,116.38575999999999,TITANIUM GREY,5,17.0
Sedan,113231,1,Volkswagen,Volkswagen Jetta,2014,643000,Petrol,Third Party,Manual,1390,120.3,White,5,14.69
SUV,106338,2,Mahindra,Mahindra TUV 300,2018,705000,Diesel,Comprehensive,Manual,1493,100.0,Silver,7,18.49
Hatchback,40629,1,Tata,Tata Altroz,2021,889000,Diesel,Third Party,Manual,1497,88.77,Blue,5,23.64
Sedan,73341,2,Maruti,Maruti Swift Dzire,2016,621000,Diesel,Third Party insurance,Automatic,1248,74.0,Red,5,26.59
Sedan,39001,2,BMW,BMW 3 Series,2011,1400000,Diesel,Comprehensive,Automatic,1995,190.0,Black,5,22.69
Sedan,81532,1,Honda,Honda City,2014,630000,Petrol,Comprehensive,Manual,1497,117.6,Silver,5,17.4
Sedan,108818,1,Honda,Honda City,2015,530000,Petrol,Third Party insurance,Manual,1497,117.6,Red,5,17.4
Hatchback,35419,1,Maruti,Maruti Baleno,2017,678000,Petrol,Third Party insurance,Manual,1197,81.8,Blue,5,21.01
Sedan,80000,2,Mercedes-Benz,Mercedes-Benz C-Class,2011,1200000,Diesel,Third Party insurance,Automatic,2143,201.15,White,5,19.71
Sedan,100000,2,Renault,Renault Fluence,2014,524000,Diesel,Third Party insurance,Manual,1461,108.45,Silver,5,20.4
Sedan,12000,1,Audi,Audi A4,2014,2150000,Diesel,Comprehensive,Automatic,1968,174.33,White,5,17.11
Sedan,70001,1,Hyundai,Hyundai Verna,2011,675000,Diesel,Comprehensive,Manual,1582,126.32,White,5,22.32
Sedan,61331,1,Hyundai,Hyundai Xcent,2014,470000,Diesel,Comprehensive,Manual,1120,71.01,Silver,5,24.4
Sedan,51438,1,Honda,Honda Amaze,2014,530000,Diesel,Third Party insurance,Manual,1498,98.6,Silver,5,25.8
Hatchback,67988,1,Hyundai,Hyundai Santro,2019,463000,Petrol,Comprehensive,Manual,1086,68.0,Green,5,20.3
Hatchback,36032,2,Honda,Honda Jazz,2019,727000,Petrol,Zero Dep,Automatic,1199,88.7,Silver,5,18.2
Sedan,114883,1,Honda,Honda City,2015,515000,Petrol,Comprehensive,Manual,1497,117.6,White,5,17.4
Sedan,88584,1,Maruti,Maruti Swift Dzire,2016,547000,Petrol,Zero Dep,Manual,1197,88.5,Silver,5,22.41
Hatchback,97419,2,Maruti,Maruti Ritz,2012,307000,Diesel,Third Party insurance,Manual,1248,73.94,Red,5,23.2
SUV,70000,1,BMW,BMW X3,2019,4800000,Petrol,Third Party insurance,Automatic,1998,248.08,Others,5,13.17
SUV,106498,2,Ford,Ford Ecosport,2015,529000,Diesel,Comprehensive,Manual,1498,89.84,Blue,5,22.7
SUV,70000,1,BMW,BMW X3,2019,4800000,Petrol,Third Party insurance,Automatic,1998,248.08,Others,5,13.17
Hatchback,68177,2,Maruti,Maruti Swift,2016,624000,Diesel,Comprehensive,Manual,1248,74.0,White,5,25.2
Sedan,27524,1,Skoda,Skoda Slavia,2022,1816000,Petrol,Zero Dep,Manual,1498,147.52,White,5,18.72
SUV,75471,1,Maruti,Maruti SX4 S Cross,2017,850000,Diesel,Comprehensive,Manual,1248,88.5,White,5,23.65
Sedan,8000,1,Honda,Honda Amaze,2021,745000,Petrol,Comprehensive,Manual,1199,88.5,Silver,5,18.6
MUV,13200,1,Kia,Kia Carens,2022,1689999,Petrol,Comprehensive,Automatic,1482,157.81,Red,6,18.6
SUV,20000,1,Hyundai,Hyundai Creta,2021,1150000,Petrol,Third Party insurance,Manual,1497,113.18,Others,5,18.6
SUV,20000,1,Citroen,Citroen C5 Aircross,2022,3000000,Diesel,Third Party insurance,Automatic,1997,171.9451656,Silver,5,18.6
Hatchback,60730,1,Maruti,Maruti Alto K10,2017,310000,Petrol,Comprehensive,Manual,998,67.05,Grey,5,23.95
Sedan,44494,2,Maruti,Maruti Swift Dzire,2016,495000,Petrol,Comprehensive,Manual,1197,83.14,Grey,5,20.85
MUV,20000,1,Maruti,Maruti Ertiga,2017,800000,Petrol,Third Party insurance,Manual,1373,91.1,Gray,7,17.5
SUV,45673,1,Tata,Tata Nexon,2019,825000,Diesel,Comprehensive,Automatic,1497,108.5,Grey,5,21.5
SUV,26000,1,Toyota,Toyota Fortuner,2020,3575000,Diesel,Comprehensive,Manual,2755,174.5,White,7,14.24
Sedan,51878,1,Hyundai,Hyundai Verna,2017,774000,Petrol,Third Party,Manual,1591,121.3,Others,5,17.01
Hatchback,56747,1,Nissan,Nissan Micra,2017,525000,Petrol,Third Party,Automatic,1198,75.94,Blue,5,19.15
Hatchback,38000,1,Maruti,Maruti Swift,2018,600000,Petrol,Comprehensive,Manual,1197,81.8,White,5,20.4
Hatchback,76457,2,Hyundai,Hyundai i20,2016,582000,Petrol,Zero Dep,Manual,1197,81.83,Red,5,18.6
Hatchback,78880,2,Honda,Honda Jazz,2017,551000,Petrol,Comprehensive,Manual,1199,88.7,White,5,18.7
Sedan,19593,1,Maruti,Maruti Swift Dzire,2015,525000,Petrol,Comprehensive,Manual,1197,83.14,Grey,5,20.85
Hatchback,84429,1,Hyundai,Hyundai i20,2016,583000,Petrol,Zero Dep,Manual,1197,81.83,Silver,5,18.6
Hatchback,27599,1,Hyundai,Hyundai i20,2021,825000,Diesel,Third Party insurance,Manual,1493,98.63,Silver,5,25.0
MUV,76898,1,Renault,Renault Triber,2020,670000,Petrol,Zero Dep,Manual,999,71.01,White,7,20.0
Hatchback,119070,2,Volkswagen,Volkswagen Polo,2013,396000,Petrol,Comprehensive,Manual,1198,73.9,Silver,5,16.47
Hatchback,120000,2,Tata,Tata Indica,2004,49000,Diesel,Third Party insurance,Manual,1405,73.9,White,5,13.5
Sedan,32199,1,Maruti,Maruti Swift Dzire,2017,590000,Petrol,Third Party insurance,Manual,1197,83.14,White,5,20.85
Hatchback,85607,1,Tata,Tata Tiago,2016,400000,Petrol,Comprehensive,Manual,1199,84.0,Orange,5,23.84
Hatchback,30000,1,Maruti,Maruti Baleno,2019,700000,Petrol,Third Party insurance,Manual,1197,83.1,Others,5,21.4
SUV,80000,1,Mahindra,Mahindra TUV 300,2017,700000,Diesel,Third Party insurance,Manual,1493,100.0,Others,7,18.49
SUV,1200000,1,Mahindra,Mahindra Scorpio,2019,1150000,Diesel,Comprehensive,Manual,2179,136.78,White,7,18.49
Hatchback,45429,1,Honda,Honda Jazz,2016,595000,Petrol,Comprehensive,Automatic,1199,88.7,Silver,5,19.0
Hatchback,9000,1,Renault,Renault KWID,2019,459999,Petrol,Comprehensive,Manual,799,53.26,Red,5,22.25
Hatchback,31000,1,Maruti,Maruti Alto 800,2019,395000,Petrol,Comprehensive,Manual,796,47.3,Grey,5,24.7
Hatchback,81488,1,Volkswagen,Volkswagen Polo,2013,434999,Diesel,Comprehensive,Manual,1498,88.8,Red,5,20.14
Hatchback,94439,1,Volkswagen,Volkswagen Polo,2019,666000,Petrol,Third Party,Manual,999,75.0,Red,5,18.78
Hatchback,98481,3,Maruti,Maruti Swift,2013,380000,Petrol,Third Party insurance,Manual,1197,88.5,Silver,5,22.38
Hatchback,20000,1,Maruti,Maruti Baleno,2018,700000,Petrol,Third Party insurance,Manual,1197,83.1,Others,5,21.4
Sedan,100894,2,Volkswagen,Volkswagen Vento,2016,692000,Diesel,Comprehensive,Automatic,1498,108.6,Brown,5,22.15
Hatchback,86215,1,Maruti,Maruti Swift,2016,590000,Diesel,Third Party insurance,Manual,1248,74.0,Silver,5,25.2
Sedan,120000,2,Ford,Ford Fiesta,2006,125000,Diesel,Third Party insurance,Manual,1399,74.0,Silver,5,17.8
Hatchback,98115,2,Volkswagen,Volkswagen Polo,2017,520000,Petrol,Third Party,Manual,1199,74.0,White,5,16.2
Sedan,47125,1,Maruti,Maruti Swift Dzire,2019,695000,Petrol,Third Party insurance,Manual,1298,85.8,Grey,5,17.5
Hatchback,4453,1,Maruti,Maruti Wagon R,2022,607000,Petrol,Third Party,Manual,1197,88.5,Maroon,5,23.56
SUV,9991,1,Tata,Tata Punch,2022,688000,Petrol,Third Party,Manual,1199,86.63,Blue,5,20.09
Hatchback,4564,1,Maruti,Maruti Wagon R,2021,660000,Petrol,Comprehensive,Manual,998,67.1,Silver,5,18.9
Hatchback,108713,1,Ford,Ford Figo,2012,250000,Diesel,Comprehensive,Manual,1399,68.0,Red,5,20.0
Sedan,13000,1,Honda,Honda City,2021,1245000,Petrol,Comprehensive,Manual,1498,119.35,Silver,5,18.6
SUV,55450,2,Honda,Honda WR-V,2017,575000,Petrol,Comprehensive,Manual,1199,88.7,Silver,5,17.5
SUV,49000,1,Hyundai,Hyundai Creta,2016,844999,Petrol,Comprehensive,Manual,1591,121.3,Grey,5,13.0
Sedan,86694,1,Hyundai,Hyundai Xcent,2015,405000,Petrol,Comprehensive,Manual,1197,81.86,Red,5,20.14
Sedan,150000,2,Maruti,Maruti Swift Dzire,2013,300000,Diesel,Third Party insurance,Manual,1248,74.0,White,5,23.4
Sedan,25284,0,Honda,Honda City,2019,925000,Petrol,Third Party insurance,Manual,1497,117.6,Silver,5,17.4
Hatchback,30000,1,Toyota,Toyota Glanza,2021,750000,Petrol,Third Party insurance,Manual,1197,81.8,Others,5,21.01
Sedan,109000,2,BMW,BMW 3 Series,2015,1300000,Diesel,Third Party insurance,Automatic,1995,184.0,Burgundy,5,18.88
MUV,4605,1,Kia,Kia Carens,2022,1714000,Petrol,Comprehensive,Manual,1353,138.05,Black,6,16.2
SUV,49218,1,Kia,Kia Sonet,2020,927999,Petrol,Comprehensive,Manual,998,118.36,Silver,5,18.2
Sedan,45568,1,Honda,Honda City,2021,950000,Petrol,Comprehensive,Manual,1498,119.35,Grey,5,18.6
SUV,36035,1,Tata,Tata Punch,2022,702000,Petrol,Third Party,Manual,1199,86.63,Silver,5,20.09
SUV,45242,1,Mahindra,Mahindra XUV300,2020,844999,Diesel,Comprehensive,Manual,1497,115.05,Silver,5,20.1
SUV,38000,2,Land Rover,Land Rover Discovery Sport,2018,3475000,Diesel,Comprehensive,Automatic,2179,187.7,White,7,12.51
Hatchback,52979,1,Tata,Tata Tiago,2019,513000,Petrol,Comprehensive,Automatic,1199,83.83,Grey,5,23.84
Sedan,67130,2,Honda,Honda Amaze,2015,570000,Diesel,Third Party insurance,Manual,1498,98.63,Silver,5,24.7
SUV,19595,1,Honda,Honda BR-V,2018,851000,Petrol,Comprehensive,Manual,1497,117.3,Silver,7,15.4
SUV,23183,1,Mahindra,Mahindra Scorpio N,2022,2350000,Diesel,Third Party,Manual,2198,172.45,Black,7,15.4
Sedan,15000,1,BMW,BMW 3 Series Gran Limousine,2022,5790000,Diesel,Comprehensive,Automatic,1995,187.4,White,5,19.62
Hatchback,67558,1,Maruti,Maruti Celerio,2014,370000,Petrol,Comprehensive,Manual,998,67.04,Grey,5,23.1
SUV,40000,1,Hyundai,Hyundai Alcazar,2021,1900000,Petrol,Third Party insurance,Manual,1999,156.9,Others,6,14.5
Hatchback,55664,1,Volkswagen,Volkswagen Polo,2014,459999,Petrol,Comprehensive,Manual,1198,74.0,Black,5,16.47
Hatchback,55664,1,Volkswagen,Volkswagen Polo,2014,459999,Petrol,Third Party insurance,Manual,1198,74.0,Black,5,16.47
Hatchback,109324,1,Hyundai,Hyundai i20,2013,365000,Diesel,Comprehensive,Manual,1396,88.7688,Grey,5,21.9
SUV,118008,1,Skoda,Skoda Kodiaq,2018,2600000,Diesel,Comprehensive,Automatic,1968,148.0,Black,7,16.25
SUV,72000,1,Renault,Renault Duster,2016,790000,Diesel,Comprehensive,Manual,1461,108.45,White,5,19.72
Hatchback,86630,1,Maruti,Maruti Swift,2013,450000,Diesel,Comprehensive,Manual,1248,74.0,Blue,5,22.9
Hatchback,82476,1,Maruti,Maruti Wagon R,2014,370000,Petrol,Comprehensive,Manual,998,67.04,Blue,5,20.51
Hatchback,27749,2,Hyundai,Hyundai Grand i10 Nios,2019,665000,Petrol,Third Party,Automatic,1197,81.86,White,5,20.7
SUV,21609,1,Hyundai,Hyundai Venue,2020,1036000,Petrol,Third Party,Automatic,998,118.35,Red,5,18.15
Sedan,89609,1,Honda,Honda City,2019,875000,Petrol,Third Party insurance,Manual,1493,106.0,White,5,16.0
Hatchback,83556,2,Ford,Ford Freestyle,2019,539000,Diesel,Comprehensive,Manual,1498,98.63,Silver,5,24.4
SUV,31513,1,Tata,Tata Punch,2022,847000,Petrol,Third Party,Manual,1199,86.63,Green,5,20.09
Sedan,45939,1,Honda,Honda City,2016,755000,Petrol,Third Party insurance,Manual,1497,117.6,Brown,5,17.4
Hatchback,40531,1,Tata,Tata Tiago,2020,496000,Petrol,Third Party insurance,Manual,1199,84.82,White,5,19.01
MUV,120000,3,Mahindra,Mahindra Bolero,2009,375000,Diesel,Third Party insurance,Manual,2523,62.13816,Others,7,13.6
SUV,17663,1,Maruti,Maruti Vitara Brezza,2020,1009000,Petrol,Third Party,Automatic,1462,103.26,Red,5,18.76
Hatchback,77706,3,Hyundai,Hyundai Grand i10,2013,339000,Petrol,Third Party,Manual,1197,82.0,Maroon,5,18.9
SUV,49000,1,Audi,Audi Q7,2016,4900000,Diesel,Comprehensive,Automatic,2967,245.0,White,7,14.75
SUV,60000,1,Volvo,Volvo XC 90,2019,6800000,Diesel,Comprehensive,Automatic,1969,235.0,Blue,7,17.2
Sedan,35000,1,BMW,BMW 3 Series,2018,3400000,Diesel,Comprehensive,Automatic,1995,187.74,Blue,5,20.37
SUV,54000,1,Jaguar,Jaguar F-Pace,2018,5000000,Diesel,Comprehensive,Automatic,1999,177.0,White,5,16.38
Sedan,110000,1,Honda,Honda New Accord,2010,519000,Petrol,Third Party insurance,Manual,2354,177.6,Others,5,12.8
SUV,135000,2,Audi,Audi Q7,2013,2150000,Diesel,Comprehensive,Automatic,2967,241.4,Yellow,7,12.07
Sedan,80000,1,Audi,Audi A4,2012,1450000,Diesel,Comprehensive,Automatic,1968,174.33,Silver,5,17.11
SUV,72020,1,Maruti,Maruti SX4 S Cross,2018,825000,Diesel,Third Party insurance,Manual,1248,88.5,Blue,5,23.65
MUV,98000,1,Toyota,Toyota Innova Crysta,2017,1850000,Diesel,Comprehensive,Manual,2393,147.8,Silver,7,13.68
Hatchback,36385,0,Maruti,Maruti Alto,2007,165000,Petrol,Third Party insurance,Manual,796,46.3,Red,5,19.7
SUV,4259,1,Hyundai,Hyundai Alcazar,2022,1991000,Diesel,Third Party,Manual,1493,113.98,Silver,7,20.4
SUV,12925,1,Tata,Tata Harrier,2021,1994000,Diesel,Third Party,Automatic,1956,167.67,Black,5,14.6
SUV,27000,1,Volkswagen,Volkswagen Taigun,2022,1645000,Petrol,Comprehensive,Automatic,1498,147.51,Maroon,5,17.88
SUV,27425,2,Tata,Tata Nexon,2019,719000,Petrol,Comprehensive,Manual,1198,108.5,Red,5,17.0
Hatchback,13126,1,Maruti,Maruti Celerio,2021,633000,Petrol,Zero Dep,Automatic,998,65.71,Red,5,26.0
MUV,57000,1,Maruti,Maruti Ertiga,2018,799000,Petrol,Third Party insurance,Manual,1462,103.0,Silver,7,19.34
Hatchback,24500,2,Maruti,Maruti Baleno,2020,861000,Petrol,Comprehensive,Automatic,1197,83.1,Silver,5,21.4
Sedan,40000,1,Maruti,Maruti Swift Dzire,2020,610000,Petrol,Third Party insurance,Manual,1197,88.5,Gray,5,22.41
MUV,27216,1,Renault,Renault Triber,2021,749000,Petrol,Zero Dep,Manual,999,71.01,White,7,20.0
Hatchback,12060,1,Tata,Tata Tiago,2021,648000,Petrol,Comprehensive,Manual,1199,84.82,Blue,5,19.01
Sedan,150000,1,Maruti,Maruti Swift Dzire,2009,250000,Diesel,Third Party insurance,Manual,1248,73.9,Others,5,19.3
Hatchback,46931,2,Hyundai,Hyundai EON,2012,265000,Petrol,Comprehensive,Manual,814,55.2,Red,5,21.1
Hatchback,60000,1,Volkswagen,Volkswagen Polo,2014,490000,Petrol,Comprehensive,Manual,1198,73.9,Grey,5,16.47
SUV,45787,1,Kia,Kia Seltos,2020,1590000,Petrol,Third Party insurance,Manual,1353,138.08,Black,5,16.5
Sedan,80000,2,Tata,Tata Indigo,2009,113999,Petrol,Third Party insurance,Manual,1396,64.1108,Others,5,14.4
Sedan,44000,1,Honda,Honda Amaze,2014,475000,Diesel,Comprehensive,Manual,1498,98.6,Silver,5,25.8
Sedan,4786,1,Honda,Honda Amaze,2020,973000,Petrol,Third Party insurance,Automatic,1199,88.76,White,5,18.3
Hatchback,39024,1,Hyundai,Hyundai i20,2018,630000,Petrol,Comprehensive,Manual,1197,81.83,Grey,5,18.6
Sedan,6000,1,BMW,BMW 3 Series Gran Limousine,2022,5850000,Petrol,Comprehensive,Automatic,1998,254.79,Blue,5,15.3
Hatchback,40000,1,Tata,Tata Nano,2014,150000,Petrol,Third Party insurance,Manual,624,37.5,Violet,4,25.4
SUV,114386,1,Hyundai,Hyundai Creta,2018,827000,Petrol,Third Party insurance,Manual,1591,121.3,White,5,15.8
MUV,27369,1,Renault,Renault Triber,2022,715000,Petrol,Third Party,Manual,999,71.01,Others,7,20.0
MUV,58000,1,Toyota,Toyota Innova Crysta,2019,2100000,Diesel,Comprehensive,Manual,2393,147.51,Purple,7,13.68
Hatchback,16561,2,Hyundai,Hyundai Grand i10,2019,569000,Petrol,Comprehensive,Manual,1197,81.86,Blue,5,18.9
Hatchback,23328,1,Renault,Renault KWID,2021,490000,Petrol,Comprehensive,Manual,999,67.0,Blue,5,21.74
Hatchback,16473,1,Maruti,Maruti S-Presso,2020,484999,Petrol,Comprehensive,Manual,998,65.71,Red,5,21.7
Hatchback,46375,2,Honda,Honda Brio,2017,451999,Petrol,Third Party,Manual,1198,86.8,Silver,5,18.5
Hatchback,16473,1,Maruti,Maruti S-Presso,2020,484999,Petrol,Comprehensive,Manual,998,65.71,Red,5,21.7
Hatchback,91799,1,Maruti,Maruti Baleno,2017,622000,Petrol,Comprehensive,Automatic,1197,83.1,Blue,5,21.4
Hatchback,38919,3,Hyundai,Hyundai i20,2016,554000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
Hatchback,70235,1,Maruti,Maruti Wagon R,2016,375000,Petrol,Comprehensive,Manual,998,67.1,Grey,5,18.9
Sedan,3989,1,Honda,Honda Amaze,2020,967000,Petrol,Third Party insurance,Automatic,1199,88.76,Golden Brown,5,18.3
Sedan,91773,1,Honda,Honda Amaze,2015,475000,Diesel,Comprehensive,Manual,1498,98.63,TITANIUM GREY,5,24.7
Hatchback,60000,2,Maruti,Maruti Alto 800,2019,320000,Petrol,Third Party insurance,Manual,796,47.33,Others,5,22.05
Sedan,28906,1,Honda,Honda Amaze,2018,695000,Petrol,Comprehensive,Manual,1199,88.76,Silver,5,18.6
Hatchback,150000,1,Maruti,Maruti Celerio,2016,350000,Diesel,Third Party insurance,Manual,793,47.0,Blue,5,27.62
Hatchback,70000,3,Hyundai,Hyundai i20,2009,250000,Petrol,Third Party insurance,Manual,1197,78.90559999999999,Others,5,17.0
SUV,70000,1,Mahindra,Mahindra XUV500,2017,1250000,Diesel,Comprehensive,Manual,2179,140.0,Orange,7,16.0
Hatchback,43428,1,Maruti,Maruti Alto 800,2014,260000,Petrol,Third Party insurance,Manual,796,47.3,Grey,5,22.74
Hatchback,67000,1,Chevrolet,Chevrolet Beat,2013,285000,Diesel,Comprehensive,Manual,936,57.6,White,5,25.44
Hatchback,70528,1,Maruti,Maruti Baleno,2017,616000,Petrol,Comprehensive,Automatic,1197,83.1,Orange,5,21.4
Hatchback,35413,1,Hyundai,Hyundai i20,2016,594000,Petrol,Third Party insurance,Manual,1197,81.83,White,5,18.6
Hatchback,40000,2,Maruti,Maruti Alto 800,2018,320000,Petrol,Third Party insurance,Manual,796,47.3,Others,5,24.7
Hatchback,66285,1,Honda,Honda Jazz,2017,647000,Petrol,Third Party insurance,Automatic,1199,88.7,White,5,19.0
SUV,83129,1,Kia,Kia Seltos,2019,1400000,Petrol,Zero Dep,Automatic,1353,138.08,White,5,16.5
Sedan,87055,1,Honda,Honda City,2016,600000,Petrol,Comprehensive,Manual,1497,117.6,White,5,17.4
Hatchback,37218,2,Hyundai,Hyundai Grand i10,2019,505000,Petrol,Third Party insurance,Manual,1197,81.86,Others,5,18.9
SUV,60000,1,Hyundai,Hyundai Venue,2019,900000,Petrol,Third Party insurance,Manual,998,118.35,Others,5,18.27
Hatchback,33640,1,Hyundai,Hyundai i20,2019,730000,Petrol,Third Party insurance,Manual,1197,81.86,Blue,5,18.6
Hatchback,23608,1,Ford,Ford Freestyle,2020,648000,Petrol,Comprehensive,Manual,1194,94.93,White,5,18.5
Hatchback,22353,1,Hyundai,Hyundai i20,2013,434999,Petrol,Comprehensive,Manual,1197,82.85,Silver,5,18.5
Sedan,120000,1,Skoda,Skoda Rapid,2017,900000,Diesel,Third Party insurance,Automatic,1498,108.6,Others,5,21.72
Sedan,54241,1,Honda,Honda City,2018,740000,Petrol,Comprehensive,Manual,1497,117.3,Silver,5,17.4
Hatchback,86173,1,Maruti,Maruti Wagon R,2012,320000,Petrol,Third Party insurance,Manual,998,67.05,Blue,5,21.79
Hatchback,91143,1,Hyundai,Hyundai i10,2011,295000,Petrol,Comprehensive,Manual,1197,78.9,Red,5,20.36
SUV,36000,1,Mahindra,Mahindra TUV 300,2016,790000,Diesel,Comprehensive,Manual,1493,100.0,Red,7,18.49
Sedan,108818,1,Honda,Honda City,2015,530000,Petrol,Third Party insurance,Manual,1497,117.3,Red,5,17.4
Hatchback,120000,2,Volkswagen,Volkswagen Polo,2011,315000,Diesel,Third Party insurance,Manual,1199,73.9,Others,5,22.07
Sedan,107000,2,Mercedes-Benz,Mercedes-Benz C-Class,2008,850000,Diesel,Comprehensive,Automatic,2143,170.0,Black,5,14.84
Sedan,90530,1,Honda,Honda City,2014,570000,Petrol,Comprehensive,Manual,1497,116.38575999999999,TITANIUM GREY,5,17.0
Hatchback,77957,1,Hyundai,Hyundai i20,2016,576000,Petrol,Comprehensive,Manual,1197,81.83,Red,5,18.6
SUV,81394,2,Hyundai,Hyundai Creta,2017,842000,Petrol,Third Party insurance,Manual,1591,121.3,White,5,13.0
Sedan,64341,1,Maruti,Maruti Ciaz,2017,675000,Petrol,Third Party insurance,Manual,1373,91.1,Blue,5,20.73
Hatchback,33407,1,Hyundai,Hyundai Grand i10,2017,518000,Petrol,Comprehensive,Manual,1197,81.86,Silver,5,18.9
Hatchback,14811,1,Datsun,Datsun RediGO,2021,397000,Petrol,Comprehensive,Manual,799,53.64,Blue,5,20.71
Sedan,37000,1,Skoda,Skoda Rapid,2017,775000,Petrol,Comprehensive,Manual,1598,103.2,Grey,5,14.3
SUV,49326,2,Jeep,Jeep Compass,2017,1166000,Diesel,Third Party,Manual,1956,170.0,Red,5,17.1
Sedan,120000,3,Honda,Honda New Accord,2009,450000,Petrol,Third Party insurance,Manual,2354,177.5376,Others,5,9.8
Hatchback,4939,1,Tata,Tata Tiago NRG,2022,732000,Petrol,Zero Dep,Automatic,1199,84.48,Red,5,20.09
SUV,82620,1,Ford,Ford Ecosport,2014,577000,Petrol,Comprehensive,Automatic,1499,110.0,White,5,16.5
Sedan,60000,2,Skoda,Skoda Superb,2009,600000,Petrol,Third Party insurance,Manual,1798,160.0,Red,5,13.14
Hatchback,86857,1,Volkswagen,Volkswagen Polo,2015,509999,Diesel,Third Party insurance,Manual,1498,88.8,Blue,5,20.14
Sedan,70000,3,Mercedes-Benz,Mercedes-Benz C-Class,2010,900000,Diesel,Third Party insurance,Automatic,2143,170.0,Others,5,14.84
SUV,120000,2,Audi,Audi Q7,2012,1500000,Diesel,Third Party insurance,Automatic,4134,335.2,Gray,7,11.33
Hatchback,14483,1,Maruti,Maruti Wagon R,2022,625000,Petrol,Third Party,Automatic,998,65.71,Grey,5,25.19
SUV,19000,1,Hyundai,Hyundai Creta,2022,1275000,Diesel,Comprehensive,Manual,1493,113.98,Black,5,25.19
Hatchback,36202,1,Ford,Ford Figo,2016,395000,Petrol,Comprehensive,Manual,1196,86.8,Golden,5,18.16
MUV,30000,1,Datsun,Datsun GO Plus,2017,320000,Petrol,Third Party insurance,Manual,1198,67.0,Others,7,19.44
